PDFIndex,10DigitBBl,StreetNumber,StreetName,DOFGrossSquareFootage,EnergyStar1-100Score,EnergyEfficiencyGrade
17890,4015070005,81-14,BAXTER AVENUE,32947,39,D
17891,4015080001,80-26,BAXTER AVENUE,47634,54,D
17892,4015080022,42-25,LAYTON STREET,47928,54,D
17893,4015080027,42-15,LAYTON STREET,45648,36,D
17894,4015090052,42-52,LAYTON STREET,43122,46,D
17895,4015090057,82-15,BRITTON AVENUE,78128,26,D
17896,4015097501,82-01,BRITTON AVENUE,90108,39,D
17897,4015120026,88-35,ELMHURST AVENUE,99383,46,D
17898,4015160033,86-15,ELMHURST AVENUE,66000,22,D
17899,4015170033,83-45,VIETOR AVENUE,116400,34,D
17900,4015170059,83-25,VIETOR AVENUE,58500,37,D
17901,4015180009,83-30,VIETOR AVENUE,156660,34,D
17902,4015180023,83-60,VIETOR AVENUE,71000,40,D
17903,4015180040,42-42,JUDGE STREET,45498,44,D
17904,4015180044,42-54,JUDGE STREET,32550,40,D
17905,4015180083,84-11,ELMHURST AVENUE,35082,7,D
17906,4015187501,84-25,ELMHURST AVENUE,145341,43,D
17907,4015187502,83-06,VIETOR AVENUE,107960,1,D
17908,4015190028,75-06,WOODSIDE AVENUE,52553,39,D
17909,4015250047,42-72,80 STREET,89000,11,D
17910,4015260016,42-26,81 STREET,74052,24,D
17911,4015267501,42-25,80 STREET,115364,48,D
17912,4015270001,81-11,45 AVENUE,121080,24,D
17913,4015277501,42-15,81 STREET,139464,35,D
17914,4015317501,78-36,46 AVENUE,25499,16,D
17915,4015360130,79-55,ALBION AVENUE,43710,50,D
17916,4015367501,80-06,47 AVENUE,105000,24,D
17917,4015367502,76-26,47 AVENUE,27450,30,D
17918,4015380016,79-20,BARNWELL AVENUE,27305,6,D
17919,4015470016,85-14,BROADWAY,79710,12,D
17920,4015510026,92-05,WHITNEY AVENUE,123228,49,D
17921,4015530001,41-11,ELBERTSON STREET,150000,41,D
17922,4015540001,88-36,ELMHURST AVENUE,55526,41,D
17923,4015550001,88-12,ELMHURST AVENUE,88426,51,D
17924,4015550027,41-98,FORLEY STREET,44280,51,D
17925,4015560001,87-40,ELMHURST AVENUE,44130,36,D
17926,4015560006,87-42,ELMHURST AVENUE,45850,24,D
17927,4015580026,42-42,ITHACA STREET,49638,34,D
17928,4015600001,44-05,MACNISH STREET,144932,37,D
17929,4015600006,44-10,KETCHAM STREET,71196,51,D
17930,4015650006,41-06,CASE STREET,75999,44,D
17931,4015660001,42-07,WHITNEY AVENUE,69000,54,D
17932,4015660006,41-06,DENMAN STREET,26670,3,D
17933,4015660021,41-40,DENMAN STREET,99180,17,D
17934,4015660039,92-29,LAMONT AVENUE,61500,53,D
17935,4015680040,91-31,LAMONT AVENUE,67000,54,D
17936,4015690001,89-10,WHITNEY AVENUE,89293,19,D
17937,4015700008,88-20,WHITNEY AVENUE,43212,27,D
17938,4015700046,43-31,ITHACA STREET,59000,49,D
17939,4015770001,91-36,LAMONT AVENUE,85585,31,D
17940,4015810001,83-45,BROADWAY,179494,52,D
17941,4015840010,46-11,88 STREET,29600,41,D
17942,4016310041,101-12,46 AVENUE,32028,15,D
17943,4016320020,100-17,23 AVENUE,100000,53,D
17944,4016790001,108-05,ASTORIA BOULEVARD,39267,7,D
17945,4016880002,100-10,ASTORIA BOULEVARD,29420,37,D
17946,4017040018,32-24,111 STREET,26274,52,D
17947,4017040172,110,ASTORIA BOULEVARD,75201,11,D
17948,4017217501,106-04,NORTHERN BOULEVARD,41221,40,D
17949,4017390017,35-28,99 STREET,30228,9,D
17950,4017560005,34-12,113 STREET,133542,48,D
17951,4017590030,37-68,97 STREET,64200,37,D
17952,4017610012,37-20,99 STREET,42102,11,D
17953,4017790006,108-28,38 AVENUE,25200,29,D
17954,4017797501,38-11,108 STREET,90764,37,D
17955,4017800036,39-02,111 STREET,37948,1,D
17956,4017820019,37-10,114TH STREET,118300,49,D
17957,4017860017,39-06,114 STREET,40936,7,D
17958,4018350050,88-32,50 AVENUE,26000,19,D
17959,4018370104,86-15,BROADWAY,192640,53,D
17960,4018427502,86-55,BROADWAY,105325,10,D
17961,4018557501,53-11,90 STREET,72000,50,D
17962,4018600100,90-15,QUEENS BOULEVARD,1288542,1,D
17963,4018720011,92-30,56 AVENUE,100796,40,D
17964,4018720025,56-10,94 STREET,107390,48,D
17965,4019020039,56-11,56 AVENUE,108120,54,D
17966,4019070025,55-06,99 STREET,65884,33,D
17967,4019090001,55-15,99 STREET,156048,25,D
17968,4019110001,94-11,59 AVENUE,161130,23,D
17969,4019180114,96-05,HORACE HARDING EXPWY,263927,41,D
17970,4019470018,99-30,59 AVENUE,235440,33,D
17971,4019480001,99-10,60 AVENUE,74300,35,D
17972,4019490090,59-21,CALLOWAY STREET,101858,32,D
17973,4019560001,102-23,HORACE HARDING EXPWY,30786,3,D
17974,4019560029,60-15,CALLOWAY STREET,79300,15,D
17975,4019720038,111-26,CORONA AVENUE,55826,28,D
17976,4019750009,103-12,ROOSEVELT AVENUE,40000,11,D
17977,4019830052,102-43,CORONA AVENUE,26860,8,D
17978,4020910001,97-45,QUEENS BOULEVARD,151960,25,D
17979,4020930133,62-10,99 STREET,81570,26,D
17980,4020980018,63-36,98 PLACE,66962,20,D
17981,4020997501,63-26,99 STREET,38580,38,D
17982,4021000015,98-19,64 AVENUE,117920,53,D
17983,4021000021,98-33,64 AVENUE,141920,43,D
17984,4021000029,98-50,63 DRIVE,141920,45,D
17985,4021010001,98-09,64 ROAD,141920,35,D
17986,4021010016,98-25,64 ROAD,141920,53,D
17987,4021010024,98-40,64 AVENUE,141920,53,D
17988,4021120030,99-41,64 AVENUE,114600,54,D
17989,4021127501,63-60,102 STREET,132000,54,D
17990,4021130001,64-11,99 STREET,131340,51,D
17991,4021150001,65-09,99 STREET,142261,52,D
17992,4021160006,99-12,65 ROAD,70500,6,D
17993,4021160065,99-15,66 AVENUE,52800,43,D
17994,4021180001,99-01,QUEENS BOULEVARD,57000,21,D
17995,4021187501,99-32/72,66 ROAD,481406,21,D
17996,4021240056,102-21,63 ROAD,83420,48,D
17997,4021320045,66-25,103 STREET,169348,54,D
17998,4021320054,66-10,YELLOWSTONE BOULEVARD,62508,39,D
17999,4021330036,66-36,YELLOWSTONE BOULEVARD,272000,18,D
18000,4021340001,67-15,102 STREET,139236,46,D
18001,4021340013,102-30,67 AVENUE,135400,43,D
18002,4021350013,102-40,67 ROAD,137700,46,D
18003,4021350050,102-55,67 DRIVE,68640,54,D
18004,4021360013,102-20,67 DRIVE,70000,52,D
18005,4021390007,104-20,68 DRIVE,126000,27,D
18006,4021440002,105-10,62 ROAD,85908,49,D
18007,4021500001,64-35,YELLOWSTONE BOULEVARD,273771,49,D
18008,4021510127,65-10,108 STREET,85427,29,D
18009,4021520101,105-07,66 AVENUE,109800,36,D
18010,4021520106,105-10,65 ROAD,43308,36,D
18011,4021590002,62-27,108TH STREET,366727,9,D
18012,4021620122,61-20,GRAND CENTRAL PARKWAY,428836,16,D
18013,4021670001,63-09,108 STREET,98085,8,D
18014,4021720001,65-11,108 STREET,90816,51,D
18015,4021860002,111-05,66 AVENUE,105201,9,D
18016,4022110018,68-60,108 STREET,70110,35,D
18017,4022150001,70-20,108 STREET,321400,19,D
18018,4022230001,70-31,108 STREET,141900,41,D
18019,4022230020,108-48,70 ROAD,119287,52,D
18020,4022230038,108-37,71 AVENUE,109057,8,D
18021,4022240048,109-23,71 ROAD,49363,20,D
18022,4022247501,109-33,71 ROAD,57269,52,D
18023,4022260001,109-15,QUEENS BOULEVARD,63000,53,D
18024,4022340031,110-56,71 AVENUE,49664,34,D
18025,4022370001,110-17,QUEENS BOULEVARD,524895,7,D
18026,4022370033,72-36,112 STREET,85200,45,D
18027,4022397501,111-01,QUEENS BOULEVARD,225529,20,D
18028,4022480099,112-50,72 AVENUE,80000,28,D
18029,4022650079,75-05,113 STREET,60025,37,D
18030,4022650090,75-24,GRND CNTRL PARKWAY SR W,28629,39,D
18031,4022880027,48-10,45 STREET,59580,25,D
18032,4022900001,48-16,47 STREET,230000,31,D
18033,4023050022,47-10,LAUREL HILL BOULEVARD,37216,2,D
18034,4023220001,59-50,61 STREET,290000,9,D
18035,4023240035,44-20,63 STREET,58000,40,D
18036,4023247501,63-14,QUEENS BOULEVARD,121536,48,D
18037,4023430001,58-51,52 AVENUE,59200,40,D
18038,4023450001,59-05,52 AVENUE,29400,39,D
18039,4023650040,60-30,MAURICE AVENUE,35069,43,D
18040,4023740106,64-05,53 DRIVE,32500,8,D
18041,4023740160,53-00,65 PLACE,52800,45,D
18042,4024480201,73-04,QUEENS BOULEVARD,28525,18,D
18043,4024490013,50-10,KNEELAND STREET,50732,44,D
18044,4024510015,50-20,IRELAND STREET,37500,40,D
18045,4024740021,51-25,VAN KLEECK STREET,71184,16,D
18046,4024740022,51-15,VAN KLEECK STREET,74600,33,D
18047,4024920079,74-17,GRAND AVENUE,47583,10,D
18048,4025250017,43-22,55 AVENUE,28940,30,D
18049,4025290020,43-40,57 AVENUE,136547,1,D
18050,4025500090,46-05,56 ROAD,409473,16,D
18051,4025540055,57-22,57 AVENUE,88500,24,D
18052,4025730001,50-35,56 ROAD,140000,10,D
18053,4025730025,50-02,55 AVENUE,457750,12,D
18054,4025730162,56-05,55 DRIVE,56700,39,D
18055,4025750018,57-27,49 PLACE,38380,12,D
18056,4025750040,56-75,49 PLACE,53000,3,D
18057,4025750160,49-29,MASPETH AVENUE,49000,22,D
18058,4025850002,56-38,58 STREET,59000,3,D
18059,4026020020,58-45,47 STREET,33400,13,D
18060,4026020190,57-00,49 PLACE,66900,47,D
18061,4026020200,57-10,49 PLACE,87810,23,D
18062,4026020220,57-48,49 PLACE,57430,30,D
18063,4026030040,57-13,49 PLACE,59000,41,D
18064,4026030150,58-38,PAGE PLACE,93000,28,D
18065,4026110096,47-06,GRAND AVENUE,26020,51,D
18066,4026110104,47-10,GRAND AVENUE,79000,14,D
18067,4026110151,53-06,GRAND AVENUE,121425,22,D
18068,4026110158,58-70,54 STREET,39900,7,D
18069,4026110350,52-15,FLUSHING AVENUE,64920,15,D
18070,4026110356,52-07,FLUSHING AVENUE,100000,41,D
18071,4026110452,48-25A,METROPOLITAN AVENUE,39000,51,D
18072,4026110458,48-01,METROPOLITAN AVENUE,31546,43,D
18073,4026110480,47-05,METROPOLITAN AVENUE,147781,30,D
18074,4026560115,59-21,58 ROAD,95963,11,D
18075,4026570023,58-40,BORDEN AVENUE,102250,49,D
18076,4026620018,58-95,MAURICE AVENUE,127587,33,D
18077,4026640001,56-45,58 STREET,30000,10,D
18078,4026900011,59-18,56 ROAD,25500,23,D
18079,4028640017,86-04,GRAND AVENUE,53910,39,D
18080,4028640021,86-10,GRAND AVENUE,66924,28,D
18081,4028857501,60-70,WOODHAVEN BOULEVARD,49107,17,D
18082,4029480012,86-11,ELIOT AVENUE,38760,36,D
18083,4029740109,61-35,DRY HARBOR ROAD,114715,43,D
18084,4029990028,84-53,DANA COURT,36000,12,D
18085,4030660052,77-26,66 DRIVE,25920,20,D
18086,4030760022,61-40,SAUNDERS STREET,53468,35,D
18087,4030790076,62-64,SAUNDERS STREET,52584,49,D
18088,4030830069,64-00,SAUNDERS STREET,69000,46,D
18089,4030830085,64-21,BOOTH STREET,62400,3,D
18090,4030840046,64-41,SAUNDERS STREET,106140,52,D
18091,4030850002,64-45,BOOTH STREET,67188,1,D
18092,4030850036,96-11,65 ROAD,88986,47,D
18093,4030850055,64-85,BOOTH STREET,42450,51,D
18094,4030860002,65-41,SAUNDERS STREET,60000,39,D
18095,4030860040,65-61,SAUNDERS STREET,190400,42,D
18096,4030870052,65-65,BOOTH STREET,62010,45,D
18097,4030930055,63-45,WETHEROLE STREET,33276,10,D
18098,4030940034,63-50,WETHEROLE STREET,73620,11,D
18099,4030960118,63-95,AUSTIN STREET,61190,40,D
18100,4030977505,65-20,BOOTH STREET,63693,37,D
18101,4031007501,65-36,WETHEROLE STREET,66324,31,D
18102,4031090037,63-53,HARING STREET,63000,48,D
18103,4031100031,89-11,63 DRIVE,119040,18,D
18104,4031110024,88-11,63 DRIVE,120500,26,D
18105,4031480035,85-25,68 ROAD,36246,9,D
18106,4031490019,75-10,YELLOWSTONE BOULEVARD,57600,23,D
18107,4031520021,66-10,THORNTON PLACE,74000,34,D
18108,4031540025,96-09,67 AVENUE,61476,36,D
18109,4031560106,94-20,WETHEROLE STREET,48960,28,D
18110,4031560114,66-20,WETHEROLE STREET,75216,54,D
18111,4031570101,66-15,WETHEROLE STREET,90300,15,D
18112,4031610001,66-22,FLEET STREET,112800,31,D
18113,4031640012,67-30,CLYDE STREET,114400,50,D
18114,4031640031,71-44,YELLOWSTONE BOULEVARD,33394,33,D
18115,4031640038,67-25,DARTMOUTH STREET,86136,41,D
18116,4031650062,67-25,CLYDE STREET,85800,50,D
18117,4031660107,67-41,BURNS STREET,93564,47,D
18118,4031680056,99-21,67 ROAD,61856,17,D
18119,4031710019,100-26,67 ROAD,46570,49,D
18120,4031717501,100-10,67 ROAD,71316,39,D
18121,4031730013,101-06,67 DRIVE,70910,44,D
18122,4031800041,74-45,YELLOWSTONE BOULEVARD,45000,22,D
18123,4031830002,66-92,YELLOWSTONE BOULEVARD,57720,49,D
18124,4031910001,71-11,YELLOWSTONE BOULEVARD,91170,50,D
18125,4031930001,68-15,SELFRIDGE STREET,45354,49,D
18126,4031980033,94-11,69 AVENUE,43599,29,D
18127,4032330022,4,DARTMOUTH STREET,70000,6,D
18128,4032340150,70-00,AUSTIN STREET,79814,13,D
18129,4032340173,70-20,AUSTIN STREET,32000,17,D
18130,4032360035,70-25,YELLOWSTONE BOULEVARD,575600,7,D
18131,4032380039,106-16,70 AVENUE,32000,35,D
18132,4032397501,107,QUEENS BOULEVARD,193664,32,D
18133,4032530051,20,CONTINENTAL AVENUE,85075,25,D
18134,4032550028,71-50,AUSTIN STREET,40398,2,D
18135,4032550033,71-58,AUSTIN STREET,25550,10,D
18136,4032550050,72-22,AUSTIN STREET,28500,2,D
18137,4032560001,108-18,QUEENS BOULEVARD,108282,53,D
18138,4032560009,108-22,QUEENS BOULEVARD,48417,16,D
18139,4032570001,108-36,QUEENS BOULEVARD,36820,18,D
18140,4032577501,108-24,71 ROAD,143367,4,D
18141,4032580023,72-25,AUSTIN STREET,48780,6,D
18142,4032750083,72-14,BURNS STREET,53400,51,D
18143,4032910016,75-02,AUSTIN STREET,123182,54,D
18144,4032930074,110-20,73 ROAD,78650,44,D
18145,4033120001,107-01,PARK LANE SOUTH,209844,41,D
18146,4033120008,117-01,METROPOLITAN AVENUE,219248,41,D
18147,4033160010,117-14,UNION TURNPIKE,121727,43,D
18148,4033210113,117-01,84 AVENUE,131041,33,D
18149,4033220040,83-57,118 STREET,212202,45,D
18150,4033220119,83-34,LEFFERTS BOULEVARD,25935,49,D
18151,4033230001,115-25,METROPOLITAN AVENUE,88272,53,D
18152,4033240050,118-09,83 AVENUE,46200,46,D
18153,4033290004,118-14,83 AVENUE,88296,52,D
18154,4033290057,118-65,METROPOLITAN AVENUE,34500,22,D
18155,4033300033,83-36,BEVERLY ROAD,41155,15,D
18156,4033340250,78-14,AUSTIN STREET,58864,47,D
18157,4033340292,77-34,AUSTIN STREET,51545,44,D
18158,4033350023,118-18,UNION TURNPIKE,196420,40,D
18159,4033400044,111-23,76 ROAD,52182,30,D
18160,4033400052,111-09,76 ROAD,53455,50,D
18161,4033410001,111-10,76 ROAD,56636,33,D
18162,4033410016,111-50,76 ROAD,59500,35,D
18163,4033450001,119-15,UNION TURNPIKE,34920,40,D
18164,4033470054,78-11,KEW FOREST LANE,43636,41,D
18165,4033477501,119-45,UNION TURNPIKE,89253,6,D
18166,4033480010,119-14,UNION TURNPIKE,45454,42,D
18167,4033560030,83-30,KEW GARDENS ROAD,89721,7,D
18168,4033570012,84-09,TALBOT STREET,94027,52,D
18169,4033580013,120-34,QUEENS BOULEVARD,29134,8,D
18170,4033750015,47-40,METROPOLITAN AVENUE,55860,2,D
18171,4034440033,329,WYCKOFF AVENUE,29000,43,D
18172,4034510007,55-27,MYRTLE AVENUE,54166,14,D
18173,4035300019,60-30,MADISON STREET,52720,28,D
18174,4035300029,60-40,MADISON STREET,53145,35,D
18175,4035380067,71-13,60 LANE,53884,18,D
18176,4035390001,10-19,IRVING AVENUE,75654,39,D
18177,4035450001,1605,PUTNAM AVENUE,49530,37,D
18178,4035450081,1615,PUTNAM AVENUE,36390,27,D
18179,4035500031,16-42,WEIRFIELD STREET,44000,54,D
18180,4036200021,61-17,68 AVENUE,32000,37,D
18181,4036280017,69-30,62 STREET,45352,14,D
18182,4036310001,62-02,CATALPA AVENUE,57716,11,D
18183,4036750010,64-45,MYRTLE AVE,27920,35,D
18184,4038030014,78-16,COOPER AVENUE,51000,1,D
18185,4038100375,84-00,80 STREET,73000,23,D
18186,4038800097,90-60,UNION TURNPIKE,295340,39,D
18187,4039070970,83-75,WOODHAVEN BOULEVARD,170772,19,D
18188,4039070975,83-85,WOODHAVEN BOULEVARD,310050,33,D
18189,4040320001,110-01,14 AVENUE,71798,48,D
18190,4040340010,112-05,14 AVENUE,28800,27,D
18191,4040780001,114-02,15 AVENUE,144300,43,D
18192,4040780026,116-02,15 AVENUE,224500,48,D
18193,4040940006,14-50,128 STREET,56000,2,D
18194,4041430025,136-15,20 AVENUE,32768,53,D
18195,4041430030,137-05,20 AVENUE,119500,3,D
18196,4041480110,19-02,WHITESTONE EXPWY SR W,40872,28,D
18197,4041570002,19-10,PARSONS BOULEVARD,58380,53,D
18198,4042730090,129-09,26 AVENUE,60000,45,D
18199,4042850010,26-10,UNION STREET,500710,19,D
18200,4043220001,28-70,COLLEGE POINT BOULEVARD,29175,38,D
18201,4043400010,29-09,137 STREET,234456,51,D
18202,4043430010,139-10,28 ROAD,261776,1,D
18203,4043600001,130-30,31 AVENUE,132427,13,D
18204,4044050029,133-15,32 AVENUE,52897,44,D
18205,4044100056,31-30,138 STREET,187936,23,D
18206,4045167501,150-31,12 AVENUE,39140,16,D
18207,4045310460,152-35,10 AVENUE,95932,7,D
18208,4045740080,166-25,POWELLS COVE BOULEVARD,463500,29,D
18209,4045740104,166-41,POWELLS COVE BOULEVARD,40692,41,D
18210,4045880023,162-10,POWELLS COVE BOULEVARD,40692,53,D
18211,4045880024,162-30,POWELLS COVE BOULEVARD,40692,54,D
18212,4045880036,7-04,166 STREET,40692,41,D
18213,4045880038,7-24,166 STREET,40692,25,D
18214,4045880051,162-31,9 AVENUE,40692,52,D
18215,4045880052,162-11,9 AVENUE,40692,53,D
18216,4045910075,10-21,162 STREET,40692,40,D
18217,4045910082,10-11,162 STREET,40692,33,D
18218,4045910083,9-05,162 STREET,40692,47,D
18219,4045910096,10-01,162 STREET,40692,51,D
18220,4045910103,162-20,9 AVENUE,40692,25,D
18221,4045910109,162-40,9 AVENUE,40692,38,D
18222,4045910118,9-20,166 STREET,40692,41,D
18223,4045910135,10-24,166 STREET,40692,43,D
18224,4046020030,9-05,166 STREET,40692,46,D
18225,4046030002,7-25,166 STREET,40692,36,D
18226,4046030018,166-10,POWELLS COVE BOULEVARD,40692,48,D
18227,4046030032,166-40,POWELLS COVE BOULEVARD,40692,54,D
18228,4046030034,166-35,9 AVENUE,40692,54,D
18229,4046030048,166-31,9 AVENUE,40692,43,D
18230,4047010001,16-21,150 PLACE,44100,12,D
18231,4047170001,151-05,CROSS ISLAND PKWY SR N,73690,42,D
18232,4047720001,26-21,UNION STREET,382016,37,D
18233,4047890081,145-15,33 AVENUE,42858,34,D
18234,4047890086,144-25,33 AVENUE,34288,52,D
18235,4048070041,29-17,148 STREET,27824,4,D
18236,4049510008,34-25,LINDEN PLACE,352070,9,D
18237,4049540131,32-08,UNION STREET,35100,49,D
18238,4049560013,139-06,34 ROAD,59000,23,D
18239,4049570023,139-09,34 ROAD,41600,11,D
18240,4049570024,139-10,34 AVENUE,50736,8,D
18241,4049570044,139-29,34 ROAD,54600,5,D
18242,4049590037,137-07,NORTHERN BOULEVARD,56903,41,D
18243,4049597502,35-15,FARRINGTON STREET,59963,1,D
18244,4049620004,39-16,COLLEGE POINT BOULEVARD,36655,2,D
18245,4049680024,36-12,BUD PLACE,25670,35,D
18246,4049720001,37-33,LAWRENCE STREET,43000,23,D
18247,4049727502,37-12,PRINCE STREET,96902,44,D
18248,4049770050,137-72,NORTHERN BOULEVARD,27358,36,D
18249,4049770080,136-65,37 AVENUE,35280,51,D
18250,4049777501,136-75,37 AVENUE,87612,27,D
18251,4049780004,37-13,MAIN STREET,44800,11,D
18252,4049787503,37-08,UNION STREET,168444,52,D
18253,4049800001,39-17,MAIN STREET,29373,2,D
18254,4049800014,136-31,ROOSEVELT AVENUE,28550,17,D
18255,4049810060,33-38,PARSONS BOULEVARD,52200,50,D
18256,4049940041,140-74,34 AVENUE,39540,48,D
18257,4049940070,139-81,35 AVENUE,78474,24,D
18258,4049940078,139-55,35 AVENUE,79050,42,D
18259,4049947501,139-35,35 AVENUE,34314,49,D
18260,4049950014,144-12,34 AVENUE,30900,35,D
18261,4049990033,149-43,35 AVENUE,59300,23,D
18262,4050020042,139-50,35 AVENUE,117420,50,D
18263,4050020087,141-25,NORTHERN BOULEVARD,151000,23,D
18264,4050030006,35-15,PARSONS BOULEVARD,63899,40,D
18265,4050050001,35-33,147 STREET,35139,6,D
18266,4050050006,35-19,147 STREET,32180,16,D
18267,4050050059,147-25,NORTHERN BOULEVARD,140000,34,D
18268,4050100063,36-40,BOWNE STREET,111444,47,D
18269,4050107501,36-41,UNION STREET,37255,41,D
18270,4050107502,36-25,UNION STREET,76099,48,D
18271,4050130001,143-15,38 AVENUE,31680,1,D
18272,4050130059,143-21,BOWNE STREET,27300,34,D
18273,4050150006,37-15,PARSONS BOULEVARD,28622,47,D
18274,4050150008,37-05,PARSONS BOULEVARD,33000,4,D
18275,4050150054,144-61,38 AVENUE,59400,1,D
18276,4050190011,136-12,ROOSEVELT AVENUE,50800,28,D
18277,4050200017,142-24,38 AVENUE,58720,5,D
18278,4050200023,38-20,BOWNE STREET,193975,15,D
18279,4050207503,142-28,38 AVENUE,64286,51,D
18280,4050220008,38-15,BOWNE STREET,48786,40,D
18281,4050227502,143-51,ROOSEVELT AVENUE,132930,12,D
18282,4050230001,143-01,41 AVENUE,79832,30,D
18283,4050230018,143-30,ROOSEVELT AVENUE,87147,51,D
18284,4050230030,143-54,ROOSEVELT AVENUE,42025,28,D
18285,4050230035,143-55,41 AVENUE,55603,26,D
18286,4050240001,38-25,PARSONS BOULEVARD,103710,46,D
18287,4050240019,144-20,38 AVENUE,62367,52,D
18288,4050247502,38-08,147 STREET,42254,46,D
18289,4050247504,38-22,147 STREET,28378,50,D
18290,4050250050,144-67,41 AVENUE,200548,37,D
18291,4050250070,144-31,41 AVENUE,103796,48,D
18292,4050260024,147-30,38 AVENUE,57425,32,D
18293,4050267501,147-37,ROOSEVELT AVENUE,53920,47,D
18294,4050370008,40-29,LAWRENCE STREET,390975,6,D
18295,4050407502,132-31,SANFORD AVENUE,212277,52,D
18296,4050420001,133-01,FRAME PLACE,74014,37,D
18297,4050420023,133-27,SANFORD AVENUE,36362,45,D
18298,4050437501,136-05,SANFORD AVENUE,97256,3,D
18299,4050447501,41-25,KISSENA BOULEVARD,317260,23,D
18300,4050450001,41-61,KISSENA BOULEVARD,363663,51,D
18301,4050460006,142-12,41 AVENUE,40124,44,D
18302,4050480025,143-48,41 AVENUE,56000,44,D
18303,4050490027,41-40,PARSONS BOULEVARD,44100,3,D
18304,4050490038,143-45,SANFORD AVENUE,47748,52,D
18305,4050500001,144-03,BARCLAY AVENUE,45500,53,D
18306,4050520036,147-10,41 AVENUE,112713,28,D
18307,4050590001,150-15,SANFORD AVENUE,26605,19,D
18308,4050667502,40-22,COLLEGE POINT BOULEVARD,197318,41,D
18309,4050667503,40-26,COLLEGE POINT BOULEVARD,352672,20,D
18310,4050667506,131-03,40 ROAD,307164,1,D
18311,4050667507,131-01,40 ROAD,83386,1,D
18312,4051010001,42-15,COLLEGE POINT BOULEVARD,45859,47,D
18313,4051027503,132-06,MAPLE AVENUE,46568,34,D
18314,4051210017,133-24,SANFORD AVENUE,130548,24,D
18315,4051210050,134-37,MAPLE AVENUE,33490,25,D
18316,4051217501,133-38,SANFORD AVENUE,145100,39,D
18317,4051220022,134-38,MAPLE AVENUE,63325,40,D
18318,4051257501,13-40,DAHLIA AVENUE,38286,43,D
18319,4051257502,43-18,MAIN STREET,77943,49,D
18320,4051340024,136-30,SANFORD AVENUE,85336,49,D
18321,4051340030,42-02,KISSENA BOULEVARD,103976,48,D
18322,4051347501,42-20,KISSENA BOULEVARD,170000,38,D
18323,4051347502,136-17,MAPLE AVENUE,126367,46,D
18324,4051350044,138-15,FRANKLIN AVENUE,210268,46,D
18325,4051360008,42-45,MAIN STREET,200476,34,D
18326,4051360050,42-95,MAIN STREET,54805,22,D
18327,4051370005,43-23,COLDEN STREET,342705,43,D
18328,4051370011,42-55,COLDEN STREET,270499,24,D
18329,4051370012,42-49,COLDEN STREET,280099,39,D
18330,4051370055,138-10,FRANKLIN AVENUE,226160,48,D
18331,4051370067,43-10,KISSENA BOULEVARD,226136,35,D
18332,4051370093,43-44,KISSENA BOULEVARD,277354,39,D
18333,4051370102,43-70,KISSENA BOULEVARD,317277,27,D
18334,4051377502,137-10,FRANKLIN AVENUE,79500,10,D
18335,4051460027,137-40,45 AVENUE,77822,40,D
18336,4051460036,137-60,45 AVENUE,261919,9,D
18337,4051650001,56-45,MAIN STREET,577654,36,D
18338,4051800001,42-65,KISSENA BOULEVARD,219845,54,D
18339,4051810006,42-37,UNION STREET,49925,1,D
18340,4051810048,142-41,FRANKLIN AVENUE,34695,2,D
18341,4051820001,140-02,FRANKLIN AVENUE,119185,21,D
18342,4051820015,142-02,FRANKLIN AVENUE,50909,54,D
18343,4051820039,140-71,ASH AVENUE,38894,45,D
18344,4051820044,140-37,ASH AVENUE,104000,27,D
